name,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
math\stat\descriptive\moment\VectorialMean.java\org.apache.commons.math.stat.descriptive.moment.VectorialMean,47,15,2,14,0.6,0,0,6,0,2,0.066666667,0,0,0.375,0,0.133333333,0.041666667,0,0,28,48,20,0,0,20,0.416666667,0,0,0.416666667,0
math\stat\descriptive\rank\Max.java\org.apache.commons.math.stat.descriptive.rank.Max,54,14,0,26,0.708333333,2,0,3,0,8,0.041666667,0,0,0.2,0,0.296296296,0.024390244,0,0,37,54,17,0,1,18,0.314814815,0,0.018518519,0.333333333,0
math\stat\descriptive\rank\Median.java\org.apache.commons.math.stat.descriptive.rank.Median,8,2,0,19,2,2,0,1,0,8,2,0,0,0.333333333,0,0.4,0.666666667,0,0,6,9,3,0,0,3,0.333333333,0,0,0.333333333,0
math\stat\descriptive\rank\Min.java\org.apache.commons.math.stat.descriptive.rank.Min,54,14,0,26,0.708333333,2,0,3,0,8,0.041666667,0,0,0.2,0,0.296296296,0.024390244,0,0,37,54,17,0,0,17,0.314814815,0,0,0.314814815,0
math\stat\descriptive\rank\Percentile.java\org.apache.commons.math.stat.descriptive.rank.Percentile,71,16,1,17,0.888888889,1,1,3,1,7,0.027777778,0,0,0.176470588,0.5,0.388888889,0.014705882,0,0,56,71,15,0,3,18,0.211267606,0,0.042253521,0.253521127,0
math\stat\descriptive\summary\Product.java\org.apache.commons.math.stat.descriptive.summary.Product,54,12,0,26,0.708333333,2,0,3,0,8,0.041666667,0,0,0.230769231,0,0.296296296,0.024390244,0,0,37,54,17,0,0,17,0.314814815,0,0,0.314814815,0
math\stat\descriptive\summary\Sum.java\org.apache.commons.math.stat.descriptive.summary.Sum,54,12,0,26,0.708333333,2,0,3,0,8,0.041666667,0,0,0.230769231,0,0.296296296,0.024390244,0,0,37,54,17,0,0,17,0.314814815,0,0,0.314814815,0
math\stat\descriptive\summary\SumOfLogs.java\org.apache.commons.math.stat.descriptive.summary.SumOfLogs,54,12,0,26,0.666666667,2,0,3,0,8,0.066666667,0,0,0.230769231,0,0.296296296,0.04,0,0,37,54,17,0,0,17,0.314814815,0,0,0.314814815,0
math\stat\descriptive\summary\SumOfSquares.java\org.apache.commons.math.stat.descriptive.summary.SumOfSquares,54,12,0,26,0.708333333,2,0,3,0,8,0.041666667,0,0,0.230769231,0,0.296296296,0.024390244,0,0,37,54,17,0,0,17,0.314814815,0,0,0.314814815,0
math\stat\inference\ChiSquareTestImpl.java\org.apache.commons.math.stat.inference.ChiSquareTestImpl,229,50,5,30,0.8125,0,0,1,0,1,0.011029412,0,0,0.019607843,0,0.032258065,0.006085193,0,0,196,229,45,12,46,91,0.19650655,0.052401747,0.200873362,0.397379913,0
math\stat\inference\TTestImpl.java\org.apache.commons.math.stat.inference.TTestImpl,220,38,7,57,0.90625,0,0,12,0,2,0.00625,0,0,0.307692308,0,0.034482759,0.003278689,0,0,239,220,24,43,47,71,0.109090909,0.195454545,0.213636364,0.322727273,0
math\stat\inference\TestUtils.java\org.apache.commons.math.stat.inference.TestUtils,174,41,9,41,0.775,0,0,5,2,5,0.079761905,0,0,0.119047619,0.2,0.119047619,0.044936284,0,0,154,174,20,0,0,20,0.114942529,0,0,0.114942529,0
math\stat\regression\SimpleRegression.java\org.apache.commons.math.stat.regression.SimpleRegression,168,41,6,34,0.846153846,0,0,8,1,7,0.031118881,0,0,0.19047619,0.142857143,0.2,0.016856061,0,0,135,168,33,0,9,42,0.196428571,0,0.053571429,0.25,0
math\transform\FastCosineTransformer.java\org.apache.commons.math.transform.FastCosineTransformer,81,14,5,37,,0,0,0,1,7,1.111111111,0,0,0,0.166666667,0.184210526,1.111111111,0,0,85,81,1,5,21,22,0.012345679,0.061728395,0.259259259,0.271604938,0
math\transform\FastFourierTransformer.java\org.apache.commons.math.transform.FastFourierTransformer,436,53,6,48,0.913043478,0,0,3,3,16,0.056653491,0,0,0.055555556,0.428571429,0.326530612,0.029614325,0,0,226,436,236,26,56,292,0.541284404,0.059633028,0.128440367,0.669724771,0
math\transform\FastSineTransformer.java\org.apache.commons.math.transform.FastSineTransformer,78,14,5,37,,0,0,0,1,7,1.111111111,0,0,0,0.166666667,0.184210526,1.111111111,0,0,84,78,1,7,17,18,0.012820513,0.08974359,0.217948718,0.230769231,0
math\util\ContinuedFraction.java\org.apache.commons.math.util.ContinuedFraction,61,12,3,12,0.833333333,0,0,0,0,0,0.166666667,0,0,0,0,0,0.090909091,0,0,62,61,0,1,3,3,0,0.016393443,0.049180328,0.049180328,0
math\util\DefaultTransformer.java\org.apache.commons.math.util.DefaultTransformer,17,4,1,1,0,0,0,0,0,3,0,0,0,0,0,1.5,0,0,0,17,17,0,0,4,4,0,0,0.235294118,0.235294118,0
